Tweet_ID,Category,Tweet_Content,Sentiment,,
1871711207029146009,Politics,"""California Democrats are at it again, begging the feds for over $500 million to keep their high-speed rail 'boondoggle' alive. 🚄💸 Because who needs fiscal responsibility when you can chase pipe dreams? Let’s fund a train that won’t even make it to the…",-1,,
1765258055426666857,Politics,Even the far-left San Francisco supervisors are saying this.,0,,
1870536307300266148,Politics,I'm confused... Where are you getting your numbers?California just FINALLY finished tallying it's votes and Harris got the electoral votes,0,,
1765349408605192510,Politics,"Trump winning the Republican primary=everyone in California voting republican?

Republican politicians have won every Republican primary in California since the founding of the GOP because it's a REPUBLICAN PRIMARY!",-1,,
1765257479372575175,Politics,75%?!? Trump is gonna win California by a landslide. That’s probably tons of electoral votes to secure the presidency.,1,,
1765256487960490240,Politics,California will move 10 points to the right from 2020 presidential.,0,,
1765256010376110467,Politics,"The Golden State is MAGA Red tonight. Trump is winning an absolute landslide in every single county in California. 

Trump getting >75% of the vote statewide. 77% in San Diego, 73% in L.A., rural counties near 90%. 

I saw it coming a year ago. No one else ever even had a chance. California Republicans LOVE Trump.",1,,
1707772319001608333,Politics,"Senator Dianne Feinstein was a trailblazer for women in politics. 

As the first woman to serve in the U.S. Senate from California, she was a fierce advocate for gun safety and equal rights. 

Our hearts go out to her family, friends, colleagues, and constituents.",1,,
1454614222705463303,Politics,"Dr. Mark Ghaly joins Elex to discuss the Pfizer vaccine for children. Ahead of a 6-month sabbatical, Politico's Carla Marinucci looks back at her 40-year career covering California politics.",0,,
1871620991790862731,Politics,"Is it true that the U.S. is involved in Pakistan's politics, as claimed by government member Hanif Abbasi?
As per Abbasi "" Imran Khan was bring into power through a #California plan by the CIA""",0,,
1871725041005773169,Politics,"Obstruction of Justice. Aiding and abetting. 
@GavinNewsom
 When will you learn you are not outside of the law? 
@realDonaldTrump

People complain about immigrants coming to their countries, but then also complain ab…",-1,,
1871635577948496186,Politics,"Will you sing along that this is “All I Want For Christmas”? 🎶
12/24/24 STORY: https://tinyurl.com/mfutpmsa
BACKGROUND: California Globe 3/17/24 https://tinyurl.com/4y7s37ps
#leftwing #leftcoast #boondoggle #pipedream #itsmymoney #governmentwaste #corrupt #waste #justsayno #savecalifornia",0,,
1872476370959466698,Politics,Adding Canada as a single state would basically be adding a new California to existing American politics. It would be better to have Canada admitted as at least 2 or 3 separate states,0,,
1132700284688273408,Politics,"Thanks, #democrats! In California, no republican holds a statewide office and democrats have SUPERMAJORITIES in the state Senate and Assembly. Registered democrats outnumber republicans nearly 3 to 1. What could possibly go wrong?

#GovernorJerryBrown
#GovenorGavinNewsom",-1,,
1422094858487992321,Politics,California could witness a stunning turnabout in a nation of deeply polarized politics if the liberal state dumps Democratic Gov. Gavin Newsom and elects a Republican to fill his job in a September recall election.  https://ktvu.com/news/eastern-governors-could-be-model-for-california-gop-comeback?taid=61079caaa7fdb0000155298f&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter,0,,
1633256276858933249,Politics,"California will cease all its business with Walgreens, Gov. Gavin Newsom said, after the company announced it would not dispense abortion medication in 21 Republican-dominated states https://cnn.it/3ZAn37m",0,,
1805676745888075882,Politics,"In the real world, the Democrat party holds a supermajority of 62 seats, while Republicans have only 17 seats in the California State legislature.
Newsom's failures are 100% on Newsom and his anti-American, anti-consumer, anti-business policies.
The only thing conservatives had the power to do was leave the state.
They did that in droves, out of self preservation.",-1,,
1848382074052346096,Fashion,East meets West in Hala Alghabawi's latest collection. The perfect blend of asymmetrical cuts and innovative textures.,1,,
1847711340988657994,Fashion,Speechless. A moment please for Abadia's latest collection. Luxury can be ethical.,1,,
1873342878963130386,Fashion,"Cozying up for the winter has never looked chicer courtesy of luxurious loungewear sets from The Row, Wardrobe.NYC, Éterne, and more.",1,,
1847068403489505577,Fashion,"Lights, camera, couture. The runway at RiyadhFashionWeek is igniting with breathtaking collections that embody both innovation and elegance. Don’t blink—you won’t want to miss a single moment of this spectacle.",1,,
1872992318414078241,Fashion,"What are the Vogue beauty team’s best beauty products of 2024? American & British Vogue beauty editors share their top skin, hair, fragrance & wellness picks.",0,,
1825616716988297697,Fashion,these are all incredible. thank you for sharing your beautiful work always. your artistry and mind is unmatched,1,,
1198005389175996416,Fashion,A little flashbackfriday to the 2007 Thanksgiving Parade. Umm is it time for turkey yet?? fashion,0,,
1846059924486328535,Fashion,"From the shooting lanes to fashion ramp walk, its just a break for me. I loved it. Normal is boring.",1,,
1873337334567227473,Fashion,Layered in earthy tones and mysterious vibes Fashion,0,,
873212494143037441,Fashion,"Americana From Playboy to cartoons, cowboys & cowhide, moschino brought American pop culture to its Resort runway MADELA fashionweek",0,,
1871492888766681515,Fashion,"Bloody love this one, even if you don’t. Fairylight vibes just shine from this shimmering, extra and frockingfabulous Patrick Kelly gown of 1988. I’d just wear it everywhere. Via Whitaker Auctions. fashion history",1,,
1872326578333688312,Fashion,"In March 1955, Marilyn Monroe wore a simple white terrycloth robe during an impromptu photoshoot with Milton H. Greene, creating one of her most iconic photo series.",0,,
1873084461300236348,Fashion,Fashion just got an upgrade! Sprayground Bags at ftNFT are your ticket to turning every outfit into a masterpiece. Shop now and make it yours!,1,,
1873439860331274509,Fashion,"Style is more than what we wear, it’s a reflection of our spirit. Inspired by Proverbs 31:25, this image celebrates strength, honor, and timeless beauty. A virtuous woman’s adornment is rooted in dignity and faith, shining through her presence and choices",1,,
1379871693943013381,Fashion,"Well, it’s made of an overly comfy cotton blend. Its colors are very subdued avant garde mixed into an unpretentious nouveau riche statement that screams “which way to liberty beach?!",1,,
1576638169772019713,Fashion,our best girl looking like a dream in paris at fashionweek,1,,
1125611545071742977,Fashion,Still can’t seem to process how iconic LadyGaga’s appearance at the METGala was,1,,
1125614337509347329,Fashion,Remember when the E! News presenter said LadyGaga had ‘something up her sleeve’? Who would’ve thought it would be THREE OUTFITS UNDERNEATH THAT PINK DRESS,1,,
1870484312065237137,Fashion,Ready for the week in matching outfits! Absolutely LOVE these jackets and boots for the chilly weather!,1,,
1872560174374011245,Fashion,"Reintroducing the ‘Denise’ dress in a timeless geometric print, crafted for elegance and versatility. A wardrobe must-have cherished by many for its timeless charm and sophisticated silhouette!",0,,
1870383716968603962,Fashion,What are your favorite edgy fashion trends for this season?,0,,
1872821453856366607,Fashion,Thanks for the hoodie YouTube Excited to continue leading sneakers and #fashion sales for women heading into 2025!,1,,
1873374130210550070,Fashion,"Stylish Turquoise Shoes. Prints, bags, mugs and more, this image is on many items in my shop",0,,
1870876960949420462,Fashion,"The famous white dress from ""The Seven Year Itch"" was meticulously hand-pleated, with each pleat sewn into place.",0,,
1870189931093688384,Fashion,Grace and glamour! Sara Tendulkar steals the show in black,1,,
1873352952251097145,Fashion,"Elegance in every step, because confidence is the best accessory. Who else loves a night to shine? Let me know your thoughts below! ",1,,
1871584878158069807,Fashion,"The ‘Chelsea’ Dress, a standout piece from our Holiday Collection, combines vibrant prints with timeless elegance for a look that’s sure to turns heads.",0,,
1871496462426902581,Fashion,Step into Christmas with a futuristic twist! Which dress would you wear this holiday season?,0,,
1870573660874117451,Fashion,"Day 19: ""The Look Book"" 80 day fashion journal in my Sketchbook! Here is my day 19 entry! The Gucci Gyals! Sketchbook ideas session, need to do more of these",0,,
1846330754911162842,Fashion,BARBARA WALKING THE VICTORIA SECRET FASHION SHOW AHHH!! SHE LOOKS GORGEOUS!!,1,,
1846331768925835751,Fashion,MOTHER THE OG SUPER MODEL OF ALL THE TIME Kate moss makes her come back at the victoria's secret fashion show,1,,
1847771742778839411,Fashion,mother of fashion strikes again,1,,
1843362407416267159,Fashion,looking like a hot mess… having access to pinterest does not equal having fashion knowledge,-1,,
1871613359021535643,Fashion,"One of my favorite trends is “visible mending”: stitching & embroidering clothes to repair them while adding a new aesthetic element

A great example of how we could be far cooler, more interesting people without mass consumerism. Call it fashion degrowth",1,,
1849837462375301182,Fashion,ppl talking abt fast fashion but i spent $120 on doc martens in may 2023 that i wear to work and theres a hole in leather where the toes crease :) my father bought a pair in the 80s and they lasted 10 years,-1,,
1849565571173470293,Fashion,he kinda has high fashion face in my opinion,0,,
1835229203651854699,Fashion,I think Kanye West is responsible for making these colours popular in mainstream fashion,0,,
1834924292401676773,Fashion,Neutral Colours always makes you looks clean and younger ..,1,,
1871191618596098442,Fashion,I hope this coat outlasts him and her by a hundred years and ends up in a fashion school preservation course where some hopeless romantic does their final fashion history paper on 'the kiss in the collar',0,,
1822117859033596205,Fashion,i still have no clue what Brad Bird was going for with the new superhero designs in Incredibles 2. what era of comic books or fashion or anything were these meant to evoke lol,-1,,
1857428132065648786,Fashion,And she makes them all look like fashion nova because the only tailoring she knows is skin tight,-1,,
1864974318855237645,Fashion,a lot of goth fashion is so tacky that it doesn’t look goth at all. the cat print moon phases wednesday addams 666 type beat hurts my eyes n isn’t macabre in any way .. like ok alt disney,-1,,
1802962998207615074,Fashion,When Prada brought the most iconic villains to a fashion show,0,,
1815484216349729048,Fashion,"My daughter sewed this shirt & pants at fashion camp last week. She said if i shared this with my “little twitter bird” friends, i had to tell yall the shirt & pants weren’t supposed to go together, they just didnt let anyone do the runway twice",0,,
1846217695873671522,Fashion,Alessandra Ambrosio and Adriana Lima will walk in the Victoria’s Secret Fashion Show tonight.,0,,
1825612548676190345,Fashion,"5. France 
This look Features French Fashion giants Balmain, Louis Vuitton, and Hermès, the latter responsible for arguably the most popular designer bag of all time, the Birkin. This look Features the iconic Haut à Courroies 50 in Crocodile, one of the most coveted and financially consuming bags from the legendary french house.

6. Italy 
Inspired by classic Italian menswear, this look features Italian fashion giants, Giorgio Armani, Brunello Cucinelli, Salvatore Ferragamo, and Ermenegildo Zegna whilst incorporating the colors of the Italian flag.",0,,
1870859732539596988,Fashion,"Being a brand ambassador is impressive, but authenticity is the hallmark of a true, trailblazing style icon. Jung Hoseok doesn’t just represent fashion—he embodies it. Unroll this thread to discover why j-hope is Korea’s undisputed fashion king, one iconic moment at a time.",1,,
1713302409068331152,Fashion,I’m ready to embarrass myself at a fashion show. Looking straight out of John Wick,0,,
1863027214964404260,Fashion,"if you are a young man in your 20s with a slim figure and 0 fashion knowledge, the solution is to enter a store called Uniqlo and simply purchase one of everything. fastest way to add three full points to your hotness rating",0,,
1849619001946595621,Fashion,"Let’s just say theoretically I did a high fashion Halloween video, which spooky characters would y’all want to see…theoretically of course",0,,
1871248982003032453,Fashion,"Need some fashion analysis on their matching looks, stat.",0,,
1866186852304060715,Fashion,fashion mfs will dress like this and say “you don’t see the vision”,-1,,
1835459377639354529,Fashion,Tyler James Williams poses for photos at the Emmys,0,,
1836446817397149818,Fashion,Take a look at the shoe we delivered to a returning customer.,0,,
1855657428345643413,Fashion,Can’t have fashion convos and not talk about this era. You really had to be there.,0,,
1871921662775763280,Fashion,He’s a model. Most idols only buzz their hair for enlistment and can’t pull it off. Hyunjin does it at the height of his groups popularity and looks even better than when he has full idol hair. No wonder the fashion world is obsessed with him. It boy.,1,,
1828272696981176825,Fashion,"I heard a piece of fashion advice, maybe it was ASAP Rocky, that a trick as a man is to find fly pieces that are actually womenswear that come in large sizes / have a gender neutral cut / fit your frame 

You’re also almost guaranteed to never see another man wearing it so it’s “exclusive.” Also if you have an athletic frame sometimes these cuts, especially in outerwear, will lay on you better 

game changing advice. Some of the stuff I wear that I get the most compliments on is actually womenswear that leans gender neutral",1,,
1872282715283972530,Fashion,"In order to be a good fashion writer, the less you know about fashion, the better. When I was headhunted by a house earlier this year (didn’t get it) but they were looking for in-house writers who explicitly did NOT have a basis/degree in fashion. they wanted culture writers.",0,,
1799127758125084843,Fashion,"It’s interesting seeing people saying they prefer the cut on the right in the QRTs because the left looks too old. Sloppiness and low quality as a sign of youthfulness and therefore desirable is an interesting touchpoint culturally, especially with the rise of fast fashion.",0,,
1771990368508108878,Fashion,"People who claim that Gambit wearing a crop top is 'woke', how do you explain this?

Crop-top fashion has been around since the 90s... It's nothing new.

Wake up.",-1,,
1837089040111194260,Fashion,I love that she did this and she’s right! Fashion brands should always consider how their clothes will look on plus-size women. Most African women do not look like models. Plus-size women need more representation! Shout out to her for doing this,1,,
1871683755099947436,Fashion,Doechii’s stylist Sam Woolf really understood the assignment this year,1,,
1861121958122770860,Entertainment,"Here's a little teaser for Beast Games! I spent over a year creating this 10 episode competition series, breaking 40 world records, building the craziest sets in entertainment history, featuring 1,000 players, and a $5,000,000 grand prize! I poured everything I have into this show, I'll see you December 19th on PrimeVideo",1,,
1872533436097044799,Entertainment,Watched movie MAX with Family MAXIMUM ENTERTAINMENT MUST WATCH MOVIE All the best to KicchaSudeep sir and to the entire team of MAX JAI HANUMAN,1,,
1868306032784457990,Entertainment,"The world’s most popular tv show is about Jesus, the #1 book on Amazon is about God. With all the satanic stuff we see from Hollywood, Elites, Politicians, Legacy Media, and just about everything in entertainment, there is another force at work in this world. The force to do good, the force for salvation. We’re in for a bumpy ride but we know who wins in the end. Happy Sunday.",1,,
1831457963200110994,Entertainment,Regardless of your standpoint on the Tate Brothers you should watch this. The content most probably applies to YOU. Seriously watch it.  Its also pure entertainment.,1,,
1871027306103443761,Entertainment,"DE:VA members have left their company, NA Entertainment, and are in the process of joining a new company as a group",0,,
1873454296408187185,Entertainment,Why Prince Harry and Meghan Markle are disliked by Americans: ‘Most unpopular kids in school’,0,,
1848973806229983440,Entertainment,"He’s fake as. He’s no David Bowie, exploring his own independent ideas/thinking. He’s the product of a PR team telling him to dress like a girl if you want to be famous. He’s fame hungry. Bowies art came first & the fame followed.",-1,,
1803788084481339678,Entertainment,BLACKPINK's Jennie seemingly shares a message to YG Entertainmentin a new song: Taken for granted; Taken as hostage; Carried the baggage; Carried the past us; As luck would have it; Future was written; They didn’t plan for; A woman to woman up,-1,,
1870452703488512476,Entertainment,KARINA WON ROOKIE OF THE YEAR AT 2024 KBS ENTERTAINMENT AWARDS,1,,
1794379728209805457,Entertainment,"It turns out music, movies, entertainment, and society in general peaked during the exact time period when you, the person reading this, were a teenager.",0,,
1861411917274771944,Entertainment,madagascar movies are such an interesting narrative journey. ok indigenous animals who were kidnapped from their homeland for their colonizers entertainment who think returning back is what they need to be fulfilled but then it turns out they’re strangers there too…,0,,
1838369885899923524,Entertainment,‘THE WILD ROBOT’ is at 98% on Rotten Tomatoes. Described as a future animated classic with Miyazaki-like gorgeous visuals & potentially DreamWorks’ best movie ever. Read our review:,1,,
1863039991498027480,Entertainment,"People I respect said WICKED is actually very good, so I went to see it. Here is my review:",0,,
1873588673834365403,Entertainment,"""Marco"" is an unrelenting action thriller that dives deep into the world of violence and revenge. Unni Mukundan delivers a standout performance, embodying the character with an intense swagger that's both captivating and terrifying. The film's action sequences are nothing short of spectacular, setting a new benchmark in Indian cinema for raw, brutal choreography. While the first half is buoyed by Ravi Basrur's electrifying score, the narrative in the second half slightly lags, with some predictable turns and dialogues that don't always hit the mark. However, the film redeems itself with its pre-climax and climax, delivering some of the most gripping scenes of the year. If you're a fan of action, this is one not to miss. But be warned, it's not for the faint-hearted due to its graphic violence. Rating: 4/5",1,,
1871693207228346712,Entertainment,"Red One is a prime example of why I never listen to critics or reviews. The movie is an absolute frigging joy and yeah I love Christmas, but it was magical and loved every minute of it. Fun, funny, full of heart. Feeling festive ASF. And fuck yeah I teared up.",1,,
1872614630079770904,Entertainment,"Anna Kendrick’s debut as a director. Only rated at 6.6 on IMDb. Deserves an 8. Gripping from start to end. And it’s based on a true story! Don’t let a bad review stop you from watching what you want to, even mine",1,,
1870220710947283063,Entertainment,"i do understand the mixed reviews but personally im kinda obsessed with every single clip they post from babygirl, i feel like it will be MY movie idk",1,,
1872414783791865908,Entertainment,"CARRY-ON is pretty solid. It’s mostly locked in when it’s all on Taron Egerton and Jason Bateman, and every time the movie leaves them to focus on something else, it teeters. Honestly we should be getting a bunch of these every year.",1,,
1872886612927103320,Entertainment,Just watched three movies in two days. Here is my review 300>Wicked. Not just because I’d rather watch glistening abs and men fight and die for honor than two decent actors sing for two hours. But I was genuinely entertained and inspired. I have issues with Wicked. I also watched Homestead. Would you all like two members only streams this week?,0,,
1845495611698602231,Entertainment,"‘JOKER 2’ has had the worst second weekend decline for any comic book movie. The film earned $7M this weekend, a 81% drop.",-1,,
1840176803199025323,Entertainment,i read a lot of reviews calling this movie “unwatchable” and “bewildering” and “a stunning disappointment” and all that’s done is draw me into her web. i have to see.,0,,
1837945705903608149,Entertainment,"Ally Carter accused high-profile celebrities such as Joe Biden, Beyoncé, Jay-Z, and Diddy of being involved in a disturbing network of abuse. She claims to have been trafficked through underground tunnels, where she witnessed horrific pedophilic satanic rituals, including bestiality with both living and dead animals. According to Carter, those involved operate under a code of silence, never revealing each other's actions. Mainstream media pundits have dismissed Ally Carter as mentally unstable and unworthy of being heard.",-1,,
1826422096823550292,Entertainment,Me in my room at 3am pretending to be a celebrity in an interview:,0,,
1852409267619573939,Entertainment,"Not one of these celebrities has come out to condemn what P. Diddy has done! But they certainly have all come out of the woodwork to throw their support for Kamala Harris, and that tells me everything!",-1,,
1872694485710504142,Entertainment,"ROSÉ & Bruno Mars “APT.” (70 days) breaks the record for fastest Asian act music video to reach 700 million views in YouTube history, surpassing PSY’s “Gangnam Style” (118 days).",1,,
1872051400366256398,Entertainment,YALL BAD BUNNY DROPPING A NEW ALBUM OF 17 SONGS,1,,
1871203577458557229,Entertainment,me waking up to no new playboi carti album on december 27th ,0,,
1871594509349671091,Entertainment,Another year passed without a new Rihanna album…maybe it’s TIME to move on yall..,-1,,
1871050355103907965,Entertainment,"BTS will reportedly release their new group album in the second half of 2025, followed by a world tour in 2026.",0,,
1873611029420404970,Entertainment,"Forbes highlights ROSÉ's success in six recent articles: APT debuted at top the Billboard Global 200 in early November & it hasn’t faltered since then. The tune may very well keep at #1 for another week if not more & if that is the case, both ROSÉ & Mars will break their tie & make history.”",1,,
1873594793168887880,Entertainment,"HUH YUNJIN's self-composed song ""Jellyfish"" release, originally set for today (30th) at 6PM, has been postponed due to a tragic incident that occurred in South Korea.",-1,,
1873389998894170479,Entertainment,"Happy 29th Birthday to the captivating, charismatic, talented, the shining star and iconic Joshua of SEVENTEEN.",1,,
1873373240443474095,Entertainment,"Bruno Mars and Lady Gaga's ""Die With A Smile"" spends its 95th day at #1 on Global Spotify with 9.727 MILLION streams.",0,,
1873052919152640280,Entertainment,BTS becomes the FIRST group in history to have all members reach #1 on the US iTunes chart within the same calendar year.,1,,
1872628220706861152,Entertainment,Anitta is rumored to be featured on Bad Bunny’s upcoming album.,0,,
1845783006608334911,Entertainment,"If you could choose between a ticket to watch the next Starship launch here in Texas with me, or front row at a Taylor Swift concert with a meet and greet, which would you choose? A) Taylor! B) Starship!",0,,
989242923530276864,Entertainment,"taylor swift is an ambitious, enterprising and successful woman, as well as possessing an extraordinary talent and so underestimated.",1,,
1838712631852699811,Entertainment,"Unfortunately, Taylor Swift has been spotted in a lonely stadium at a show of her supposely *oustelling* The Eras Tour. The end of her career is sooner than we thought.",-1,,
1864046585732022518,Entertainment,"Ariana Grande will be addressing the body shaming she has suffered in a new interview, releasing tomorrow.",0,,
1869037406571360513,Entertainment,Ariana Grande sparks health concerns with her frail appearance amid Wicked press tour.,0,,
1869817466056065201,Entertainment,"Ethan Slater’s ex-wife, Lilly Jay, details ‘sudden’ divorce ‘in the shadow’ of Ariana Grande relationship",0,,
1873533306035183780,Entertainment,Kim Kardashian and Kanye West’s four children look all grown up in holiday photos,0,,
1873395034659193337,Entertainment,Taylor Swift rocks $36K diamond earrings for second NYC date night with Travis Kelce,0,,
1873163448118354430,Entertainment,"Justin Baldoni planning to file countersuit against Blake Lively that will ‘shock everyone,’ his lawyer declares",0,,
1872798040035090700,Entertainment,Selena Gomez smooches Benny Blanco in cuddly holiday snap after engagement news,0,,
1872749456892018857,Entertainment,"Grimes claims she ‘bounced’ from ex Elon Musk, insists she ‘didn’t get dumped’",0,,
1872681278182494416,Entertainment,Simone Biles wears outfit made out of photos of husband Jonathan Owens to Bears game,0,,
1793099589475615016,Entertainment,INSIDE THE NBA just won the Sports Emmy award for Outstanding Studio Show - Limited Run,1,,
1516099771705950208,Entertainment,"Exclusive: The Warriors are getting into the entertainment business. With the launch of Golden State Entertainment, the organization plans produce documentaries and original music — starting with K-pop star BamBam:",0,,
1868727589537272249,Entertainment,"All mass media, news and entertainment, including sports, is, by virtue of it being a form of mass communication, part of the system of propaganda which maintains mass society.",-1,,
1872432207391752436,Entertainment,"The Philadelphia Eagles may clinch the NFC East title against the Dallas Cowboys this Sunday, despite the uncertainty surrounding starting quarterback Jalen Hurts' availability due to a concussio...",0,,
1872506338439303375,Entertainment,Beyonce's condemned NFL halftime gesture branded as 'unsportsmanlike' conduct,-1,,
1417260327494946825,Entertainment,Megan Thee Stallion Becomes First Rapper To Appear On The Cover Of Sports Illustrated,1,,
1767928614618554493,Entertainment,"This week’s Variety cover story: Da’Vine Joy Randolph’s Oscar Win Is Just the Start: ‘The Roles Will Get Better, The Money Will Improve’",0,,
1873559694993932712,Entertainment,How can Netflix have so many movies and I can't find one that interests me?,-1,,
1868753213903847617,Technology,"On Jan. 6 at 6:30 p.m. PT, our founder and CEO Jensen Huang will keynote at #CES2025. Our technologies will take center stage at 
@CES
, where our partners will highlight #AI-powered technologies, immersive gaming experiences and automotive advancements.",1,,
1868826034541674758,Technology,"I wonder if he’ll talk about Nvidia’s commitment to sanctions evasion. Frankly, when they brag about their Earth Model, I cannot believe they are unable to model their own books and see the illicit flow of GPUs and money going to places it should not. I have documented the extent of this practice in the story (a thread) below and on my profile:",-1,,
1868826763738202348,Technology,"Illicit GPUs and servers being listed on $BABA. Coming out of mainland China. Inventories are up to date and vast, extensively documented on my account. In this post, it is clear how little these chips are valued in China, despite the implied smuggling premium.",-1,,
1868753659573711233,Technology,"I’m excited about your new graphics cards. 
Since I saw The Witcher 4 trailer, I believe Nvidia will deliver a breathtaking gaming experience.
",1,,
1874658469128904867,Technology,Stop preventing gamers from gaming with your stupid GPU prices. You run a so called super high tech company but can't make a good innovating new GPU ? Also will I have to rent a second house to store the GPU because you seems to have a fix on always getting it bigger.,-1,,
1873574666503159964,Technology,"Artificial intelligence/trans humanism is evolving humans right out of humanity. People will lose jobs to artificial intelligence unable to pay their mortgages , unable to feed their families, etc. while people like you who create companies like this will continue to thrive financially into perpetuity. It’s wrong. Machines should never take the place of humans to the degree where people will be unable to financially support themselves, and live comfortably. We are using technology wrong. And it’s hypocritical to see people in this field, not only making a lot of money, but at the same time continually creating opportunities for themselves they subsequently are denying to others by way of AI superiority that ultimately will harm the masses.
",-1,,
1867358838170824974,Technology,"Discover Project Moohan, our first XR headset, designed for cutting-edge innovation, comfort, and immersion. Built on the Android XR platform with & it unlocks infinite possibilities to connect, learn, and explore. 
",1,,
1867661196444233820,Technology,"Samsung products get released before they are stable, and Samsung won't stand by the warranty. Seen it with the folding phones. They weasel out on some technicality.",-1,,
1867362455778627921,Technology,"Marvellous to actually hear some news on the project after so much silence. Will we get a showcase of it at the next SamsungUnpacked event in 2025?
",1,,
1864733962335031718,Technology,"Im believe by using this invention, you will be the number one for the most selling mobile in a year.
This invention will change the mobile and tablet world forever.
It's a turning point.
Everyone is trying to buy this new phone",1,,
1865299626984673757,Technology,"Team, My Samsung M30S mobile phone has got the display issue for the 3rd time. Earlier 2 times got it repaired at the Samsung authorized center by paying money. Currently from last 1 month the mobile is with your authorized center Vigilant Services Malad West Mumbai",-1,,
1873101349874962540,Technology,"Sad that this chart doesn't show anything about QA, testing, automated testing, smoke testing, regression testing, integration testing, user acceptance testing, unit testing, release testing, deployment testing, testing frameworks, load testing, disability services testing, performance testing, user experience testing, shall I go on?!",-1,,
1873207372522356993,Technology,"Hey Mate, She just started working on it & will improve it further with next version! I think she her best to explain it through high-level overview of Web-Arch & internal features can be added in future versions!",1,,
1873217109905281227,Technology,100% I get it!! I had to go through a LOT of feedback on my infographics and took me over a year to perfect them. Good infographics are born through trial by fire same as any great and powerful message or communication in this world. ;-) She got a good start. I might even be open to a partnership,1,,
1874444892140908791,Technology,"The graphics, information layout, and approachability of your content is awesome.",1,,
1874687114023256453,Technology,"“XML-based for enterprise applications”
Sorry, but what does this mean? I’m having trouble making the connection between “enterprise” and XML. This seems pretty hand wavy and not a real specific use case example.
",-1,,
1874517218266124336,Technology,"Websocket and RESTful. Looking to learn gRPC and GraphQL this year...",0,,
1874544716035076271,Technology,"I don’t want to worry about this any more than I do assembler in 2025, unless I’m in hobby mode.",0,,
1866221325955547175,Technology,"Google makes quantum computing breakthrough with new chip capable of solving computational problems in under 5 minutes, that would otherwise take the leading supercomputer: 10,000,000,000,000,000,000,000,000 years",1,,
1866222473680674900,Technology,"They lie or I’d say they stretching the truth…… What they don’t tell you is it’s Inefficient Use of Qubits, If Willow has 105 qubits, most of them are used for error correction. This leaves only a few for actual computing. If physical qubit errors exceed the error correction rate (even briefly), the entire computation could become unrecoverable",-1,,
1866314139854930033,Technology,I thought Google was being sued and broken up for being a monopoly? Guess that never happened,0,,
1866270045091041440,Technology,Great! Now Google AI can give us a woke fake answer faster than everrrrrrrr,-1,,
1871133838065254800,Technology,"This computed tomography video shows the percolative network of a MXene-vitrimer nanocomposite. These materials offer multifunctional properties for advanced smart materials, including photo-thermal repairability, mechanical reinforcement & conductivity.",0,,
1871242405321506879,Technology,"ECE Assistant Professor Yingying Wu has received a $546k NSF CAREER Award in support of her project, “Transforming Quantum Spintronics with Novel 2D Magnetic Transistors and Diodes.” Aims to overcome some of the biggest obstacles in quantum computing. https://ow.ly/jOvJ50Uw4Yk",1,,
1814994294115049775,Technology,"This is what the ""learning"" in machine learning (ML) looks like: During ""training"" an ML model rolls down an error surface in parameter space into a low error basin. This process is purely statistical & can't really discover deeper concepts about the data",-1,,
1814995603820097888,Technology,"The error is minimal if the model memorize an average of the training set ie steepest gradient descent nudges the model towards the average of the training set.",0,,
1814996492534329645,Technology,"A person when learning doesn't just average out data points nor do they follow a steepest gradient descent direction.

If humans learnt that way, we wouldn't have survived reality.

A person reasons about much deeper concepts to breakdown a problem in a more general manner.",0,,
1814997272645505070,Technology,People saying ML learns don't really understand that ML is just numerical optimization from mathematics combined with a few engineering tricks. No mathematician has ever said numerical optimization is similar to human learning.,-1,,
1789518080768713043,Technology,"The Apple Vision Pro uses a sneaky trick to hide visual artifacts (like the screen door effect).

Bad lenses.

Yes, you heard that right. The lenses in the headset are *purposefully* out of focus.

The image below is a comparison of the Apple Vision Pro on top, with the Meta Quest 3 on the bottom.

The slight blurring can give the image a more ""natural"" look, at least initially, especially for content like movies. However, it comes with an interesting side effect. Fatigue, especially when reading text.

Many seasoned users of VR are noticing the Apple Vision Pro is more fatiguing than other headsets, as the human eye constantly hunts to try to get the image in focus, while never being quite able to.

The theory of VR headsets becoming ""monitor replacements"" creates an interesting dilemma, the most comfortable image for long sessions would be extremely sharp. However, that comes at the expense of significant screen door effect.

What do you think? Did Apple make the right move? Or should they have used more optically perfect lenses, increasing comfort but ruining the illusion?",-1,,
1789927739446685805,Technology,"The real issue as a monitor replacement is that the VR headset's screens can only be as good as a modern screen, to a degree. So as monitors get better, so do HMDs, which in turn defeats their own point.

The only gotcha is that projected screens can be any resolution.",-1,,
1789564501664117178,Technology,"I hate the two. I tryed VR years ago and had those artifacts. And I will never understand who thinks that people in general would like to stay in a 3D illusion for hours. PS I was a 3D developer and enthusiast once.",-1,,
1789691786769920229,Technology,"This is otherwise achieved with an Optical Low Pass Filter
This is not a wrong thing to do - and I wish more displays did this.

You can buy some high end cameras with an OLPF.",0,,
1789583879315083312,Technology,macOS also does non-2x scaling at the cost of slight blurriness/aliasing/ghosting in HiDPI mode. WindowServer has a shader for Lanczos resampling that it uses for downscaling the display from a higher virtual resolution. This results in smaller text having aliasing artifacts that looks worse with lower PPI displays. Here's an example of that on a MacBook Air M1,0,,
